merchant,transactions,fraud_count,fraud_rate,avg_amount,fraud_rate_percent
fraud_Botsford PLC,2468,6,0.0024311183144246355,58.27219611021069,0.24311183144246357
fraud_Lynch-Wisozk,2464,6,0.002435064935064935,57.96372159090909,0.2435064935064935
"fraud_Windler, Goodwin and Kovacek",2452,6,0.0024469820554649264,57.44476753670473,0.24469820554649263
fraud_Streich Ltd,2404,6,0.0024958402662229617,58.35807820299501,0.24958402662229617
fraud_Hilpert-Conroy,2363,6,0.0025391451544646637,57.36410071942446,0.25391451544646637
"fraud_Yost, Schamberger and Windler",2358,6,0.002544529262086514,58.7762171331637,0.2544529262086514
"fraud_Koss, Hansen and Lueilwitz",2341,6,0.0025630072618539087,58.73257582229816,0.25630072618539085
fraud_Schoen Ltd,2337,6,0.0025673940949935813,56.839833119383826,0.25673940949935814
fraud_Bogisich-Weimann,2311,6,0.0025962786672436176,57.22153180441367,0.2596278667243618
fraud_Barton LLC,2298,6,0.0026109660574412533,57.378829416884244,0.26109660574412535
"fraud_Pouros, Walker and Spencer",2293,6,0.0026166593981683385,57.992228521587435,0.26166593981683384
fraud_Swift PLC,2286,6,0.0026246719160104987,55.41759405074365,0.26246719160104987
fraud_Ruecker-Mayert,2280,6,0.002631578947368421,59.36168859649123,0.2631578947368421
fraud_Schaefer Ltd,2280,6,0.002631578947368421,57.073929824561404,0.2631578947368421
"fraud_Streich, Rolfson and Wilderman",2280,6,0.002631578947368421,56.788877192982454,0.2631578947368421
fraud_Brown Inc,2211,6,0.0027137042062415195,58.02479421076436,0.27137042062415195
fraud_Schimmel-Olson,2198,6,0.00272975432211101,57.04349863512284,0.27297543221110104
fraud_Douglas-White,1917,6,0.003129890453834116,63.62889932185707,0.3129890453834116
fraud_Bauch-Blanda,1913,6,0.0031364349189754314,63.80630946157867,0.31364349189754315
fraud_Kautzer and Sons,1882,6,0.003188097768331562,47.20721572794899,0.3188097768331562
fraud_Dibbert-Green,1876,6,0.0031982942430703624,63.99175373134328,0.31982942430703626
"fraud_Walter, Hettinger and Kessler",1852,6,0.0032397408207343412,48.020005399568035,0.32397408207343414
fraud_Donnelly LLC,1842,6,0.003257328990228013,65.90031487513572,0.32573289902280134
fraud_Parker-Kunde,1828,6,0.0032822757111597373,45.848079868708965,0.3282275711159737
"fraud_Kutch, Steuber and Gerhold",1827,6,0.003284072249589491,52.72099069512863,0.3284072249589491
fraud_Watsica LLC,1823,6,0.0032912781130005485,46.74367526055952,0.32912781130005486
fraud_Langworth LLC,1816,6,0.003303964757709251,47.8435627753304,0.3303964757709251
fraud_Abbott-Steuber,1763,6,0.003403289846851957,50.3840045377198,0.3403289846851957
fraud_Ziemann-Waters,1695,6,0.0035398230088495575,55.41120353982301,0.35398230088495575
"fraud_Runte, Green and Emard",1667,6,0.003599280143971206,54.87337132573486,0.3599280143971206
"fraud_Wintheiser, Dietrich and Schimmel",1629,6,0.003683241252302026,69.09965009208103,0.3683241252302026
fraud_Wiza LLC,1609,6,0.0037290242386575512,59.727594779366065,0.3729024238657551
fraud_Kemmer-Buckridge,1603,6,0.0037429819089207735,67.15548970679976,0.37429819089207733
fraud_Halvorson Group,1597,6,0.003757044458359424,59.317514088916724,0.37570444583594237
fraud_Keeling-Crist,1592,6,0.0037688442211055275,62.68177763819095,0.37688442211055273
fraud_Wisozk and Sons,1585,6,0.0037854889589905363,60.14896529968454,0.3785488958990536
fraud_Herman Inc,1583,6,0.003790271636133923,65.08475047378396,0.3790271636133923
fraud_Roob LLC,952,6,0.0063025210084033615,53.91590336134454,0.6302521008403361
fraud_Kutch-Hegmann,925,6,0.006486486486486486,53.57736216216216,0.6486486486486486
fraud_Tromp Group,785,6,0.007643312101910828,108.82622929936305,0.7643312101910829
fraud_Sporer Inc,2593,5,0.0019282684149633628,63.99428075588122,0.19282684149633628
fraud_Terry Ltd,2571,5,0.0019447685725398677,56.911201866977834,0.19447685725398678
"fraud_O'Connell, Botsford and Hand",2519,5,0.001984914648670107,57.65919412465264,0.19849146486701072
fraud_Botsford and Sons,2477,5,0.0020185708518368995,58.396685506661285,0.20185708518368994
"fraud_Wuckert, Wintheiser and Friesen",2466,5,0.00202757502027575,57.12572181670722,0.202757502027575
fraud_Ernser-Feest,2452,5,0.0020391517128874386,59.56067292006525,0.20391517128874387
fraud_Skiles LLC,2444,5,0.0020458265139116204,58.890069558101466,0.20458265139116205
fraud_Berge-Ullrich,2438,5,0.002050861361771944,58.91634536505332,0.20508613617719443
fraud_O'Connell-Ullrich,2404,5,0.0020798668885191347,58.285549084858566,0.20798668885191346
"fraud_Witting, Beer and Ernser",2390,5,0.0020920502092050207,57.87409623430962,0.20920502092050208
fraud_Weimann-Lockman,2305,5,0.0021691973969631237,57.08380477223428,0.21691973969631237
fraud_Beer-Jast,2266,5,0.002206531332744925,57.9448720211827,0.22065313327449249
fraud_Gottlieb Group,2262,5,0.0022104332449160036,57.38847038019452,0.22104332449160036
"fraud_Metz, Russel and Metz",2214,5,0.002258355916892502,58.230036133694675,0.22583559168925021
fraud_Schoen-Quigley,2208,5,0.0022644927536231885,60.37138134057972,0.22644927536231885
fraud_Breitenberg-Hermiston,2195,5,0.002277904328018223,56.92149886104784,0.22779043280182232
"fraud_Dare, Casper and Bartoletti",2194,5,0.0022789425706472195,56.02357793983592,0.22789425706472194
fraud_Dibbert and Sons,1927,5,0.002594706798131811,66.2307057602491,0.2594706798131811
fraud_Reichel Inc,1907,5,0.0026219192448872575,63.87356056633456,0.26219192448872575
"fraud_Graham, Hegmann and Hammes",1896,5,0.0026371308016877636,52.60244725738397,0.26371308016877637
"fraud_Fadel, Mertz and Rippin",1895,5,0.002638522427440633,63.521778364116095,0.2638522427440633
fraud_Nienow PLC,1887,5,0.002649708532061473,65.51002119766825,0.2649708532061473
"fraud_Cormier, Stracke and Thiel",1875,5,0.0026666666666666666,62.865520000000004,0.26666666666666666
"fraud_Turcotte, McKenzie and Koss",1874,5,0.0026680896478121665,64.25221451440768,0.26680896478121663
fraud_Erdman-Ebert,1863,5,0.0026838432635534087,49.473472893183036,0.2683843263553409
fraud_Howe PLC,1863,5,0.0026838432635534087,65.81514224369297,0.2683843263553409
fraud_Kilback Group,1854,5,0.002696871628910464,50.082988133764836,0.2696871628910464
fraud_Thiel-Thiel,1837,5,0.0027218290691344584,61.68654872074034,0.2721829069134458
fraud_Kozey-Kuhlman,1836,5,0.0027233115468409588,47.75168300653595,0.27233115468409586
fraud_Harris Group,1835,5,0.0027247956403269754,52.28825068119891,0.2724795640326975
fraud_Prosacco LLC,1835,5,0.0027247956403269754,49.48753133514986,0.2724795640326975
"fraud_Schroeder, Hauck and Treutel",1832,5,0.0027292576419213972,63.9378711790393,0.2729257641921397
"fraud_Feil, Hilpert and Koss",1829,5,0.002733734281027884,51.36834882449426,0.2733734281027884
fraud_Goldner-Lemke,1829,5,0.002733734281027884,62.597331875341716,0.2733734281027884
"fraud_Schneider, Hayes and Nikolaus",1827,5,0.002736726874657909,50.9452490421456,0.27367268746579093
fraud_Runte-Mohr,1826,5,0.002738225629791895,49.70337897042716,0.2738225629791895
fraud_Sporer-Keebler,1825,5,0.0027397260273972603,47.5604602739726,0.273972602739726
fraud_Rolfson-Kunde,1821,5,0.0027457440966501922,49.23225151015925,0.2745744096650192
fraud_Bartoletti and Sons,1820,5,0.0027472527472527475,50.44272527472527,0.27472527472527475
fraud_Bahringer-Streich,1812,5,0.0027593818984547464,51.10540838852097,0.27593818984547464
fraud_Baumbach Ltd,1807,5,0.002767017155506364,47.35289429994466,0.2767017155506364
fraud_Hirthe-Beier,1807,5,0.002767017155506364,54.43995572772551,0.2767017155506364
fraud_Shanahan-Lehner,1803,5,0.0027731558513588465,47.89640599001664,0.27731558513588467
fraud_Powlowski-Weimann,1799,5,0.0027793218454697055,53.09797665369649,0.27793218454697055
"fraud_Hahn, Bahringer and McLaughlin",1785,5,0.0028011204481792717,47.45826330532213,0.2801120448179272
fraud_Kuhn Group,1768,5,0.002828054298642534,52.411295248868775,0.2828054298642534
fraud_Schiller Ltd,1764,5,0.002834467120181406,47.33832199546485,0.2834467120181406
fraud_Wilkinson LLC,1755,5,0.002849002849002849,47.599356125356124,0.2849002849002849
"fraud_Medhurst, Cartwright and Ebert",1750,5,0.002857142857142857,48.41057142857143,0.2857142857142857
fraud_Bahringer Group,1722,5,0.0029036004645760743,53.599535423925666,0.29036004645760743
"fraud_Ledner, Hartmann and Feest",1706,5,0.0029308323563892145,52.76883939038687,0.29308323563892147
fraud_Jacobi Inc,1665,5,0.003003003003003003,55.36744744744745,0.3003003003003003
fraud_Stamm-Rodriguez,1655,5,0.0030211480362537764,63.4377583081571,0.3021148036253776
fraud_McDermott-Rice,1645,5,0.00303951367781155,65.62919756838906,0.303951367781155
"fraud_Yost, Block and Koepp",1622,5,0.0030826140567200987,63.01160912453761,0.3082614056720099
"fraud_Terry, Johns and Bins",1582,5,0.0031605562579013905,62.71789506953224,0.31605562579013907
"fraud_Monahan, Bogisich and Ledner",1535,5,0.003257328990228013,60.05049511400651,0.32573289902280134
fraud_Shields Inc,923,5,0.005417118093174431,52.75763813651138,0.5417118093174431
fraud_VonRueden Group,923,5,0.005417118093174431,53.95092091007584,0.5417118093174431
fraud_Spinka-Welch,908,5,0.005506607929515419,54.368711453744496,0.5506607929515419
"fraud_Johnston, Nikolaus and Maggio",903,5,0.005537098560354375,54.45286821705427,0.5537098560354374
"fraud_Champlin, Rolfson and Connelly",800,5,0.00625,156.0624875,0.625
"fraud_Schiller, Blanda and Johnson",2519,4,0.0015879317189360857,58.14377927749106,0.15879317189360856
fraud_White and Sons,2506,4,0.0015961691939345571,57.889788507581805,0.1596169193934557
fraud_Kutch-Wilderman,2501,4,0.001599360255897641,57.13332666933227,0.1599360255897641
"fraud_McDermott, Osinski and Morar",2495,4,0.0016032064128256513,58.638012024048095,0.16032064128256512
fraud_Jakubowski Inc,2445,4,0.0016359918200408998,59.30197137014315,0.16359918200409
fraud_Reilly LLC,2433,4,0.0016440608302507192,58.17617755856967,0.16440608302507193
fraud_Padberg-Sauer,2424,4,0.0016501650165016502,59.807809405940596,0.16501650165016502
"fraud_Hettinger, McCullough and Fay",2410,4,0.0016597510373443983,58.64661410788381,0.16597510373443983
fraud_Kutch-Ferry,2391,4,0.001672940192388122,58.26707235466333,0.1672940192388122
fraud_Little Ltd,2361,4,0.0016941973739940702,55.51919525624736,0.16941973739940702
fraud_Wuckert-Goldner,2338,4,0.001710863986313088,57.470949529512396,0.1710863986313088
fraud_Bode-Rempel,2294,4,0.0017436791630340018,57.82622493461203,0.17436791630340018
fraud_Pacocha-Weissnat,2289,4,0.0017474879860200961,57.909702927042375,0.17474879860200962
"fraud_Lang, Towne and Schuppe",2278,4,0.001755926251097454,57.48999561018437,0.17559262510974538
fraud_Crona and Sons,2254,4,0.001774622892635315,57.70216947648625,0.1774622892635315
"fraud_Lowe, Dietrich and Erdman",2245,4,0.0017817371937639199,58.20942093541203,0.17817371937639198
"fraud_Roberts, Daniel and Macejkovic",2199,4,0.0018190086402910413,57.942978626648475,0.18190086402910413
fraud_Nolan-Williamson,2192,4,0.0018248175182481751,58.910515510948905,0.18248175182481752
fraud_Waelchi-Wolf,2185,4,0.0018306636155606408,59.006732265446225,0.1830663615560641
fraud_Kling-Ernser,1917,4,0.0020865936358894104,66.01190401669275,0.20865936358894105
"fraud_Reinger, Weissnat and Strosin",1910,4,0.0020942408376963353,51.51467015706807,0.20942408376963353
fraud_Brown-Greenholt,1906,4,0.002098635886673662,65.06365687303253,0.2098635886673662
fraud_Grimes LLC,1904,4,0.0021008403361344537,65.10139180672269,0.21008403361344538
fraud_Padberg-Rogahn,1902,4,0.002103049421661409,64.87719242902209,0.2103049421661409
fraud_Morissette LLC,1896,4,0.002109704641350211,65.79632911392405,0.21097046413502107
fraud_Lind-Buckridge,1895,4,0.0021108179419525065,63.77377308707124,0.21108179419525064
fraud_Frami Group,1892,4,0.0021141649048625794,62.034735729386895,0.21141649048625794
"fraud_Runolfsdottir, Mueller and Hand",1888,4,0.00211864406779661,64.42108050847457,0.211864406779661
"fraud_Konopelski, Schneider and Hartmann",1861,4,0.0021493820526598604,50.923858140784525,0.21493820526598603
"fraud_Nienow, Barrows and Romaguera",1860,4,0.002150537634408602,47.00251612903225,0.21505376344086022
fraud_Gottlieb-Hansen,1854,4,0.002157497303128371,46.8923786407767,0.2157497303128371
"fraud_Effertz, Welch and Schowalter",1852,4,0.0021598272138228943,61.36109611231102,0.21598272138228944
"fraud_Welch, Rath and Koepp",1846,4,0.0021668472372697724,64.53458829902492,0.21668472372697722
fraud_Haag-Blanda,1841,4,0.0021727322107550242,49.71893536121673,0.21727322107550243
fraud_Auer LLC,1836,4,0.002178649237472767,46.4668137254902,0.2178649237472767
"fraud_Larkin, Stracke and Greenfelder",1836,4,0.002178649237472767,64.15363834422658,0.2178649237472767
fraud_Jast and Sons,1830,4,0.002185792349726776,50.183169398907104,0.2185792349726776
fraud_Bernhard-Lesch,1827,4,0.0021893814997263274,50.479069512862615,0.21893814997263275
fraud_Morissette-Schaefer,1808,4,0.0022123893805309734,46.26751659292035,0.22123893805309736
fraud_Marvin-Lind,1805,4,0.00221606648199446,48.222216066482,0.221606648199446
fraud_Schmeler-Howe,1805,4,0.00221606648199446,46.72258725761773,0.221606648199446
fraud_Kub PLC,1802,4,0.0022197558268590455,47.173840177580466,0.22197558268590456
fraud_Homenick LLC,1791,4,0.002233389168062535,49.735064209938585,0.2233389168062535
fraud_Nader-Maggio,1785,4,0.002240896358543417,47.88157983193277,0.22408963585434172
fraud_Friesen-Ortiz,1756,4,0.002277904328018223,48.096930523918,0.22779043280182232
fraud_Abernathy and Sons,1751,4,0.002284408909194746,51.730565391205026,0.2284408909194746
"fraud_Dare, Fritsch and Zboncak",1740,4,0.0022988505747126436,53.00872988505747,0.22988505747126436
"fraud_Conroy, Balistreri and Gorczany",1739,4,0.0023001725129384704,55.50307073030477,0.23001725129384704
fraud_Reilly and Sons,1682,4,0.0023781212841854932,53.34536860879905,0.23781212841854932
fraud_Torp-Lemke,1610,4,0.002484472049689441,58.19668944099379,0.2484472049689441
fraud_Schmeler Inc,1598,4,0.0025031289111389237,62.358466833541925,0.2503128911138924
fraud_Block Group,1596,4,0.002506265664160401,61.5565977443609,0.2506265664160401
"fraud_Lehner, Reichert and Mills",1569,4,0.0025493945188017845,60.68507966857871,0.25493945188017847
fraud_Simonis-Prohaska,1564,4,0.0025575447570332483,57.33501918158568,0.2557544757033248
fraud_Bruen-Yost,1551,4,0.0025789813023855577,64.49560928433269,0.2578981302385558
fraud_Towne LLC,1524,4,0.0026246719160104987,67.20424540682414,0.26246719160104987
"fraud_Bernier, Streich and Jewess",963,4,0.004153686396677051,53.12193146417445,0.4153686396677051
"fraud_Ferry, Reichel and DuBuque",960,4,0.004166666666666667,54.60186458333333,0.4166666666666667
fraud_Kling-Grant,947,4,0.004223864836325237,53.328194297782474,0.42238648363252373
"fraud_Adams, Kovacek and Kuhlman",940,4,0.00425531914893617,53.424223404255315,0.425531914893617
fraud_Collier Inc,921,4,0.004343105320304018,53.81055374592834,0.43431053203040176
fraud_Spinka Inc,899,4,0.004449388209121246,52.798943270300335,0.44493882091212456
fraud_Jaskolski-Dibbert,895,4,0.004469273743016759,53.89936312849162,0.44692737430167595
fraud_Heller-Abshire,877,4,0.004561003420752566,54.70990877993158,0.45610034207525657
"fraud_Eichmann, Hayes and Treutel",833,4,0.004801920768307323,147.3321968787515,0.4801920768307323
"fraud_Ritchie, Oberbrunner and Cremin",830,4,0.004819277108433735,117.84795180722892,0.48192771084337355
fraud_Ankunding-Carroll,821,4,0.0048721071863581,110.6373568818514,0.48721071863580995
"fraud_Monahan, Hermann and Johns",816,4,0.004901960784313725,158.76332107843137,0.49019607843137253
fraud_Boyer-Haley,788,4,0.005076142131979695,165.6534771573604,0.5076142131979695
"fraud_Hahn, Douglas and Schowalter",727,4,0.005502063273727648,97.22107290233838,0.5502063273727648
fraud_Medhurst Inc,2556,3,0.0011737089201877935,56.79183489827856,0.11737089201877934
"fraud_Denesik, Powlowski and Pouros",2549,3,0.0011769321302471558,58.06460180462927,0.11769321302471558
fraud_Pollich LLC,2533,3,0.0011843663639952626,58.08046585076984,0.11843663639952626
fraud_Connelly-Carter,2523,3,0.0011890606420927466,58.7317439556084,0.11890606420927466
fraud_Champlin-Casper,2499,3,0.0012004801920768306,58.78575030012005,0.12004801920768307
"fraud_Gutmann, McLaughlin and Wiza",2491,3,0.0012043356081894822,58.54338016860699,0.12043356081894822
fraud_Stark-Koss,2479,3,0.0012101653892698668,57.415167406212184,0.12101653892698667
"fraud_Cole, Hills and Jewess",2426,3,0.001236603462489695,59.9607625721352,0.12366034624896949
fraud_Cartwright PLC,2282,3,0.0013146362839614374,58.145302366345305,0.13146362839614373
fraud_Hoppe-Parisian,2282,3,0.0013146362839614374,57.75722611744084,0.13146362839614373
"fraud_Hauck, Dietrich and Funk",2271,3,0.001321003963011889,57.52966094231616,0.13210039630118892
fraud_Rau-Robel,2249,3,0.0013339261894175188,57.680867052023125,0.1333926189417519
fraud_Gleason and Sons,2240,3,0.0013392857142857143,58.243267857142854,0.13392857142857142
"fraud_Weber, Thiel and Hammes",2238,3,0.0013404825737265416,56.77672922252011,0.13404825737265416
fraud_Bednar PLC,2201,3,0.0013630168105406633,57.655333939118584,0.13630168105406634
fraud_Wilkinson PLC,2172,3,0.0013812154696132596,57.067504604051564,0.13812154696132595
fraud_Johns Inc,1901,3,0.0015781167806417674,62.239637033140454,0.15781167806417673
fraud_Beier LLC,1889,3,0.0015881418740074113,63.38986765484383,0.15881418740074113
"fraud_Hoppe, Harris and Bednar",1884,3,0.0015923566878980893,64.32845541401274,0.15923566878980894
"fraud_Koss, McLaughlin and Mayer",1871,3,0.0016034206306787815,49.87781400320684,0.16034206306787815
fraud_Wilkinson Ltd,1871,3,0.0016034206306787815,63.49787814003207,0.16034206306787815
fraud_Zboncak Ltd,1870,3,0.0016042780748663102,51.41998930481284,0.16042780748663102
fraud_Daugherty-Thompson,1847,3,0.0016242555495397943,52.13357877639415,0.16242555495397942
fraud_Abbott-Rogahn,1844,3,0.0016268980477223427,63.26385032537961,0.16268980477223427
fraud_Weber and Sons,1842,3,0.0016286644951140066,50.85191639522258,0.16286644951140067
fraud_Ernser-Lynch,1836,3,0.0016339869281045752,51.57809368191722,0.16339869281045752
fraud_Upton PLC,1836,3,0.0016339869281045752,65.79479847494554,0.16339869281045752
fraud_Klein Group,1828,3,0.0016411378555798686,66.91380196936542,0.16411378555798686
"fraud_McCullough, Hudson and Schuster",1821,3,0.0016474464579901153,50.62119714442614,0.16474464579901155
fraud_Bechtelar-Rippin,1819,3,0.0016492578339747114,54.00659153380979,0.16492578339747113
fraud_Labadie LLC,1813,3,0.001654715940430226,48.430827357970216,0.1654715940430226
"fraud_Berge, Kautzer and Harris",1808,3,0.00165929203539823,48.651155973451324,0.16592920353982302
fraud_O'Hara-Wilderman,1807,3,0.0016602102933038186,50.42049806308799,0.16602102933038185
fraud_Monahan-Morar,1800,3,0.0016666666666666668,48.84552222222222,0.16666666666666669
fraud_Waters-Cruickshank,1800,3,0.0016666666666666668,55.384388888888886,0.16666666666666669
"fraud_Langosh, Wintheiser and Hyatt",1788,3,0.0016778523489932886,51.002209172259505,0.16778523489932887
"fraud_Haley, Batz and Auer",1787,3,0.0016787912702853946,54.3464521544488,0.16787912702853947
"fraud_Schoen, Nienow and Bauch",1783,3,0.0016825574873808188,48.95492989343803,0.16825574873808188
"fraud_Turner, Ziemann and Lehner",1779,3,0.0016863406408094434,51.47029792017988,0.16863406408094433
fraud_Zboncak LLC,1766,3,0.0016987542468856172,49.52924122310306,0.16987542468856173
fraud_Kihn-Schuster,1757,3,0.001707455890722823,50.09084234490609,0.1707455890722823
fraud_Friesen Ltd,1751,3,0.0017133066818960593,53.21083952027413,0.17133066818960593
"fraud_Hills, Hegmann and Schaefer",1746,3,0.001718213058419244,53.79357961053837,0.1718213058419244
"fraud_Torp, Muller and Borer",1726,3,0.0017381228273464658,55.70641367323291,0.17381228273464658
fraud_Shields-Wunsch,1716,3,0.0017482517482517483,53.98834498834499,0.17482517482517482
fraud_Erdman-Durgan,1707,3,0.0017574692442882249,55.20229642647921,0.17574692442882248
fraud_Greenholt Ltd,1700,3,0.0017647058823529412,54.808976470588235,0.17647058823529413
"fraud_Klocko, Runolfsdottir and Breitenberg",1696,3,0.001768867924528302,52.33698113207547,0.1768867924528302
fraud_Thompson-Gleason,1691,3,0.0017740981667652277,55.881218214074515,0.17740981667652278
fraud_Flatley Group,1687,3,0.0017783046828689982,55.84432128037937,0.17783046828689983
fraud_Dare-Gibson,1683,3,0.0017825311942959,54.47,0.17825311942959002
fraud_Kertzmann LLC,1671,3,0.0017953321364452424,54.586026331538,0.17953321364452424
fraud_Herzog Ltd,1659,3,0.0018083182640144665,67.5211091018686,0.18083182640144665
fraud_Williamson LLC,1639,3,0.0018303843807199512,64.59527760829775,0.18303843807199513
"fraud_Hermiston, Pacocha and Smith",1630,3,0.0018404907975460123,53.19838036809816,0.18404907975460122
fraud_Maggio-Fahey,1608,3,0.0018656716417910447,62.04536069651741,0.18656716417910446
"fraud_Nienow, Ankunding and Collier",1588,3,0.001889168765743073,61.561882871536525,0.1889168765743073
fraud_Roberts-Beahan,1571,3,0.0019096117122851686,59.60357097390198,0.19096117122851686
fraud_Turcotte-Halvorson,1568,3,0.001913265306122449,63.26591198979592,0.1913265306122449
fraud_Gutmann-Upton,1554,3,0.0019305019305019305,58.488951093951094,0.19305019305019305
"fraud_Morissette, Weber and Wiegand",963,3,0.003115264797507788,55.21231568016615,0.3115264797507788
"fraud_Towne, Walker and Borer",936,3,0.003205128205128205,53.92142094017094,0.3205128205128205
fraud_Murray Ltd,935,3,0.0032085561497326204,52.091112299465244,0.32085561497326204
fraud_Gutmann Ltd,914,3,0.0032822757111597373,52.171148796498905,0.3282275711159737
fraud_Wuckert-Walter,913,3,0.0032858707557502738,54.07313253012048,0.32858707557502737
fraud_Emmerich-Luettgen,908,3,0.003303964757709251,54.88993392070484,0.3303964757709251
"fraud_Rutherford, Homenick and Bergstrom",906,3,0.0033112582781456954,53.96561810154525,0.33112582781456956
fraud_Smitham-Boehm,899,3,0.0033370411568409346,53.93041156840935,0.33370411568409347
fraud_Cassin-Harvey,881,3,0.00340522133938706,55.36728717366629,0.340522133938706
fraud_McCullough Group,874,3,0.003432494279176201,53.22963386727688,0.34324942791762014
fraud_Pfeffer LLC,866,3,0.003464203233256351,53.67766743648961,0.3464203233256351
fraud_Block-Hauck,864,3,0.003472222222222222,81.35082175925926,0.3472222222222222
fraud_Fritsch LLC,846,3,0.0035460992907801418,118.7380023640662,0.3546099290780142
fraud_Mosciski Group,822,3,0.0036496350364963502,122.2253406326034,0.36496350364963503
"fraud_Hagenes, Hermann and Stroman",816,3,0.003676470588235294,116.36564950980392,0.3676470588235294
fraud_Ebert-Daugherty,810,3,0.003703703703703704,97.66337037037037,0.3703703703703704
fraud_Kozey-McDermott,806,3,0.0037220843672456576,93.65267990074442,0.37220843672456577
fraud_Kessler Inc,805,3,0.0037267080745341614,91.4212795031056,0.37267080745341613
fraud_Kessler Group,801,3,0.003745318352059925,94.58873907615481,0.37453183520599254
fraud_Breitenberg LLC,800,3,0.00375,99.64676250000001,0.375
fraud_Lemke and Sons,795,3,0.0037735849056603774,101.53176100628932,0.37735849056603776
fraud_Satterfield-Lowe,776,3,0.003865979381443299,103.31110824742268,0.3865979381443299
"fraud_Douglas, DuBuque and McKenzie",775,3,0.003870967741935484,108.80689032258064,0.3870967741935484
"fraud_O'Reilly, Mohr and Purdy",2563,2,0.0007803355442840422,58.671264143581745,0.07803355442840422
fraud_Quitzon-Goyette,2502,2,0.0007993605115907274,57.786958433253396,0.07993605115907274
fraud_Gaylord-Powlowski,2456,2,0.0008143322475570033,56.81026058631922,0.08143322475570033
"fraud_Crist, Jakubowski and Littel",2449,2,0.0008166598611678236,57.53931400571662,0.08166598611678236
fraud_Collier LLC,2445,2,0.0008179959100204499,57.68846625766871,0.081799591002045
fraud_Gerhold LLC,2421,2,0.0008261049153242462,57.92662949194548,0.08261049153242463
fraud_Bernier and Sons,2352,2,0.0008503401360544217,56.01119047619048,0.08503401360544217
"fraud_Durgan, Gislason and Spencer",2342,2,0.0008539709649871904,59.44607600341588,0.08539709649871904
fraud_Goyette-Gerhold,2281,2,0.0008768084173608067,58.23588776852257,0.08768084173608066
fraud_Rau-Grant,2253,2,0.000887705281846427,58.94254327563249,0.08877052818464269
"fraud_Hermiston, Russel and Price",1973,2,0.0010136847440446021,50.974201723264066,0.10136847440446022
fraud_Cummerata-Hilpert,1900,2,0.0010526315789473684,62.60355263157895,0.10526315789473684
"fraud_Armstrong, Walter and Gottlieb",1883,2,0.0010621348911311736,52.49655868295274,0.10621348911311736
"fraud_Becker, Harris and Harvey",1882,2,0.0010626992561105207,47.612407013815094,0.10626992561105207
fraud_Volkman PLC,1881,2,0.001063264221158958,50.253551302498664,0.10632642211589581
fraud_Will Ltd,1862,2,0.0010741138560687433,51.697674543501606,0.10741138560687433
fraud_Heaney-Marquardt,1859,2,0.0010758472296933835,63.35765465303927,0.10758472296933834
fraud_Stiedemann Ltd,1853,2,0.0010793308148947653,51.235893146249325,0.10793308148947653
fraud_Schulist Ltd,1844,2,0.0010845986984815619,51.053806941431674,0.10845986984815618
fraud_Leannon-Ward,1836,2,0.0010893246187363835,52.16727668845316,0.10893246187363835
fraud_Kilback and Sons,1835,2,0.0010899182561307902,65.10020708446866,0.10899182561307902
fraud_Johns-Hoeger,1833,2,0.0010911074740861974,63.73297326786688,0.10911074740861974
"fraud_Mueller, Gerhold and Mueller",1828,2,0.0010940919037199124,53.87132932166302,0.10940919037199125
fraud_Jakubowski Group,1825,2,0.001095890410958904,50.19780273972603,0.1095890410958904
"fraud_Lakin, Ferry and Beatty",1817,2,0.001100715465052284,51.95908640616401,0.1100715465052284
fraud_Kirlin and Sons,1816,2,0.0011013215859030838,47.65041299559471,0.11013215859030838
"fraud_Roberts, Ryan and Smith",1815,2,0.0011019283746556473,49.174556473829206,0.11019283746556473
"fraud_Zemlak, Tillman and Cremin",1804,2,0.0011086474501108647,49.81155764966741,0.11086474501108648
fraud_O'Keefe-Wisoky,1801,2,0.001110494169905608,49.17830094392004,0.11104941699056081
"fraud_Kihn, Brakus and Goyette",1798,2,0.0011123470522803114,46.981818687430476,0.11123470522803114
"fraud_Hyatt, Russel and Gleichner",1789,2,0.0011179429849077697,53.84411961989939,0.11179429849077697
fraud_Schuppe-Schuppe,1788,2,0.0011185682326621924,50.80713646532438,0.11185682326621924
"fraud_Lubowitz, Terry and Stracke",1786,2,0.0011198208286674132,47.98571668533035,0.11198208286674133
fraud_Zulauf LLC,1783,2,0.0011217049915872126,47.851738642736954,0.11217049915872125
fraud_Conroy-Emard,1778,2,0.0011248593925759281,51.83025871766029,0.11248593925759282
"fraud_Brown, Homenick and Lesch",1768,2,0.0011312217194570137,54.2289592760181,0.11312217194570137
fraud_Emmerich-Rau,1754,2,0.0011402508551881414,50.59131128848347,0.11402508551881414
fraud_Feil-Morar,1754,2,0.0011402508551881414,55.77117445838084,0.11402508551881414
fraud_Kulas Group,1734,2,0.0011534025374855825,53.668460207612455,0.11534025374855825
fraud_Hamill-D'Amore,1727,2,0.0011580775911986102,54.61620150550087,0.11580775911986102
"fraud_Bahringer, Osinski and Block",1721,2,0.0011621150493898896,49.17653689715282,0.11621150493898895
fraud_Romaguera Ltd,1716,2,0.0011655011655011655,52.14117715617715,0.11655011655011654
"fraud_Swaniawski, Nitzsche and Welch",1716,2,0.0011655011655011655,55.782593240093234,0.11655011655011654
